status,audio_name,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,chroma_mean,chroma_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,bandwidth_mean,bandwidth_std,contrast_mean,contrast_std,zcr_mean,zcr_std,rms_mean,rms_std,duration
COVID-19,aa059172-1850-4afe-8809-2fe79603286a.webm,-447.7406,169.74786,31.449026,35.294266,-18.365164,34.52402,18.74462,26.849386,-6.9035497,20.89308,11.558187,22.708248,-16.259546,20.197865,-8.491054,13.43265,-5.6416388,9.285756,-4.7491703,7.3887463,-5.969455,9.446448,-9.148595,12.867692,4.0632777,10.680483,0.44949323,0.30826342,2790.7706671603514,686.6427010274253,4950.224390569723,1074.2875838782295,1957.6664851443481,253.53856967271616,20.88414557416513,13.838493926946892,0.2218017578125,0.08262700871950694,0.023115346,0.04996962,9.84
COVID-19,f42f1d8b-0ed8-4ed3-bb32-637f8c52ce5d.webm,-465.49948,196.76527,56.956383,65.43881,-26.451982,40.587032,19.805666,25.89229,-12.209878,24.125914,2.0738692,16.645634,-13.677887,19.965836,2.27264,13.398512,-8.417103,11.08518,-6.7284703,11.802457,5.006272,10.505753,-6.0690446,8.947807,-3.6686954,8.092708,0.5648351,0.3003969,2683.7790983366976,1008.7934271846576,4908.447728450829,2006.0358951845378,2053.770055700477,640.3061984617747,18.726360859280852,12.675593205976698,0.35529403324940756,0.2606967557233701,0.02231842,0.040252954,9.78
COVID-19,94ad74ad-5a8c-406c-9c1a-18e281d53b9d.webm,-299.62943,168.46503,81.47152,42.89902,-43.290524,46.44889,28.051506,27.655195,-29.169819,32.934242,-14.040759,27.112347,-28.821413,20.180367,-14.213569,18.249554,-7.474228,22.448717,-4.523525,15.602528,-6.291322,14.714745,-6.5257297,10.639803,-0.89020544,11.154674,0.36125574,0.32075343,2154.572416889024,908.8260416464802,3908.1905775336154,1191.1327361887986,1612.9576750506712,353.0724073969434,23.052352320373448,13.93427740715802,0.1482410202938247,0.08081693868381844,0.08069464,0.11247202,5.82
COVID-19,661ddc1b-35d3-4e55-9136-2d13e012ab57.webm,-343.075,168.1093,79.70548,69.01542,-11.340911,43.861115,24.270044,22.426174,-10.301725,28.202303,7.6824174,16.201366,-15.888135,21.881542,-1.9145705,9.596684,-12.84763,14.241387,-11.137286,13.548676,-0.8516941,11.085497,-15.085332,13.637041,-7.403068,12.7514925,0.35441792,0.2970594,1982.402668488656,1057.8633682139189,3714.5540788840344,2004.9949093670357,1660.0049954325427,482.1149804477507,22.295866743708267,13.986225881679283,0.1312388921800948,0.09938688237691898,0.07348846,0.08730008,9.78
COVID-19,4cfe71ea-00f2-4595-9903-85dd74968690.webm,-456.56918,165.68478,84.29088,84.3653,-11.410155,31.048521,12.413728,18.52977,6.617678,18.067968,2.337232,7.084287,-1.5918761,7.7395267,-3.2133973,9.105689,-0.2408637,7.5151134,-7.4393287,9.500841,-6.508815,8.963411,-1.5320345,7.5934124,-5.383335,8.798223,0.50041914,0.28588852,1841.0473681528485,934.4441174048513,3579.0838372217468,1745.162343649919,1722.9847114402144,632.1188764873632,19.452745077954784,10.645278318099274,0.11345515839041095,0.07894154571871594,0.03608545,0.07017664,1.68
COVID-19,6864ecfc-c540-4e0d-a9cb-933dd9b77e05.webm,-420.54333,152.96754,26.43819,46.088543,-7.2335315,22.182865,0.286014,10.427847,-15.372633,27.758629,3.6831338,10.494662,-11.080004,19.9944,-2.4834068,7.941825,-8.067737,15.130678,-4.0353355,8.519503,1.5422505,5.9654746,-1.1857865,4.1432652,-2.020056,7.3447723,0.65265334,0.27145693,3687.531180135455,1089.2769266775063,6897.896283045764,1708.5835720666325,2648.1980489085186,461.89213040844186,18.14699998937186,12.511765920008461,0.5287611541024881,0.282424604307484,0.028549356,0.07140185,9.78
COVID-19,46c6c8ef-8b3d-42a1-b4a1-e86e6aeb1664.webm,-474.734,169.16571,35.94061,54.110924,5.4731236,17.643988,9.3906555,16.058554,-9.104798,22.80368,10.806806,18.849731,-7.4114904,14.437917,0.46052763,8.213606,-5.504182,10.945604,2.121334,7.584779,-0.7596225,7.054566,-3.6688514,6.151706,-1.8924955,5.105827,0.5451356,0.27723342,2785.968326272479,922.8484468399572,5471.5374124461205,1242.2576291418168,2332.4702449486244,292.63148608420937,19.209680345992723,13.456910622853664,0.17591033584770116,0.07792258371896268,0.032830432,0.07981139,4.02
COVID-19,09126c08-5214-4723-94f1-7b654464eac0.webm,-550.78973,96.32467,23.986935,51.220154,-2.1151142,20.18005,4.03097,16.229885,-3.690482,14.040979,-4.475895,12.694312,-1.760462,10.738022,-1.9954196,9.127052,-5.2163005,11.938506,-1.3644377,6.784837,-1.3131449,5.087181,-1.9221138,5.843133,1.586672,5.1300826,0.16496976,0.29086903,761.32690763595,1402.9156595020436,1414.3607085605838,2430.190422922062,645.417966948877,980.8541392694822,15.67138485679935,8.10941148246321,0.037931622199292456,0.06253826864043974,0.0074848495,0.025766691,9.84
COVID-19,9736398b-2034-43a8-88e1-affa632772c9.webm,-227.30487,187.45169,41.363358,38.99586,-12.03083,32.557228,-30.959501,26.638788,18.788605,16.361712,7.3624587,15.526036,-19.308638,18.055363,-20.76298,17.905985,-4.4280953,16.156256,-13.567215,11.89835,6.098747,14.154387,3.189874,12.410066,-4.634785,10.665128,0.37920523,0.31182835,3869.386087918849,1351.6483976169598,7907.956695556641,2111.649620908555,3177.6398811636113,417.51952015280546,21.859174384307885,11.177223145705284,0.2504069010416667,0.13694446943782365,0.12067509,0.13230172,4.44
COVID-19,4e2812be-e8e1-4ef5-9c62-c5af106828bb.webm,-437.24197,162.66226,67.61549,65.84657,-35.223236,55.094105,14.41078,30.783495,0.12629728,24.929962,7.4754467,17.628986,-2.386172,16.10403,-8.117974,14.701721,-4.322311,12.967264,-4.9576974,11.747073,-7.8151736,11.334091,-9.357062,11.645724,-3.4975326,11.68723,0.40646285,0.3053801,1890.092857873288,764.3314959481443,3356.1071431861733,1225.9637806764058,1603.7094136883688,533.0904636570303,21.952591331666024,11.8943553065887,0.12443225788620282,0.07961437615572266,0.031476688,0.06409031,9.84
COVID-19,93e41aeb-7147-4335-874a-45fcbbe54858.webm,-349.86926,199.3636,65.2068,65.49719,-13.438964,33.194443,22.635015,28.71395,-20.303371,28.326714,15.550377,20.743713,-7.411995,16.344202,-6.1703587,12.915637,-8.907365,11.640266,-2.533533,8.761762,-4.590997,7.5784183,-12.805838,11.692996,0.59478116,9.933624,0.4125555,0.33624095,2030.7913795158138,1447.6252338643314,3775.748344089674,2322.5471420758367,1636.0149174950207,789.8059180411776,18.856403625897194,13.239091071542099,0.1382791270380435,0.14539729488226408,0.08677844,0.15206742,9.6
COVID-19,148a8b39-dc61-4a96-a3c1-819bf29852d9.webm,-520.94305,163.32756,84.66966,94.16377,-1.2367336,40.6195,18.065437,23.964678,-20.939611,29.574327,0.15089577,18.672827,5.889784,25.604689,3.9385946,14.8516865,-21.909384,25.203417,-9.498327,12.115881,1.4997746,11.670254,-10.50338,11.788608,0.11623427,9.461304,0.28021827,0.32396325,1474.3112575002203,1635.5829751324814,2552.390576972336,2683.9206299484276,1169.8834962009091,901.5256745168563,20.00037176715014,13.021052404876627,0.07667273492388758,0.10243706111561827,0.020201843,0.024251904,9.9
COVID-19,259ecdd2-5641-4b33-966d-7cf0b3af87a5.webm,-317.93408,195.78447,56.284073,53.65621,-15.909063,38.3338,24.667028,23.344294,-37.071987,37.46837,15.15391,18.989248,-26.673609,22.69884,-5.7397084,9.34819,-11.9820595,11.760029,-20.541967,17.254307,-0.31351754,12.286084,-11.21078,10.77668,-2.931818,9.344836,0.37184134,0.32225537,2607.221681251295,1419.6145034776598,4661.787894722465,2105.957945674196,1839.6047253239221,723.0555494398575,21.368197312970267,15.169082083585003,0.20629825903263405,0.14520697347040565,0.08075745,0.12066744,9.96
COVID-19,082991fb-ee66-4970-91dd-50890f4cc9b1.webm,-326.8804,187.29994,51.795193,48.87938,-27.632488,33.116337,32.447887,27.56254,-31.97489,30.960524,22.40854,24.399347,-30.96824,24.912273,-2.0821383,14.759246,-13.851565,14.8817215,-4.867775,12.602192,-5.4230514,10.889973,-14.433856,16.60469,9.309473,13.295059,0.3976312,0.31891796,2771.1569810522533,1462.3007074534837,4983.630673247989,2326.4694798987002,1870.299059291973,829.888033937117,21.499438775073173,16.694042961450574,0.21835840810643564,0.1395293678844887,0.050540607,0.061213374,9.36
COVID-19,336b15df-b282-4956-bb68-548ec950bb2f.webm,-433.30713,178.3041,41.095707,54.578423,-9.000139,30.679289,12.012723,29.201538,-13.698776,19.259323,-4.735535,18.832191,-17.939787,22.592175,-5.0833983,12.546353,-5.191237,9.322414,0.99252737,7.749521,1.1075828,7.7216635,-3.6536686,12.380545,2.5395424,5.241043,0.34371325,0.34418082,1737.0306432916154,1118.3397597720143,3431.854248046875,2373.7683127693335,1681.68108490763,925.282268978379,18.345254084100496,11.589222358382901,0.09728888745577831,0.07233613817260917,0.04216924,0.08992629,9.84
COVID-19,760cb050-4175-4498-817d-a9976e359c52.webm,-440.3744,204.30585,15.108639,27.320086,-12.779432,22.727291,5.1306815,15.239893,-1.5045522,11.506661,4.9334784,11.6794,-10.512962,16.359137,-13.112453,17.39416,-11.893843,17.96654,-3.1129835,14.00286,-1.9499487,9.497014,-1.7827739,8.177665,5.3434777,7.596956,0.4980757,0.295894,3444.6372501869378,735.5429624397984,6662.6820882161455,1302.927812019774,2734.615072858328,428.9477482181863,19.795086774595553,11.486647188908982,0.22093709309895834,0.07954994736774394,0.02985785,0.05997319,10.02
COVID-19,920ae37e-af2e-4e43-a80e-2150a66db6b1.webm,-435.43814,204.23706,49.788033,59.397602,-30.131884,44.743183,21.938148,28.584578,-16.463327,26.227354,6.784506,15.7390375,-15.437917,18.56689,-8.74127,14.433352,-7.6021543,10.584783,-5.7361345,12.030334,4.2224646,9.976759,-11.635124,15.249126,3.3107305,6.4280505,0.4995003,0.28879383,2730.9063662430344,867.2642067643653,4853.2693157906515,1362.9052035762745,1963.078315740466,468.61724463222237,19.75109089075204,12.98772211042208,0.23497800635744986,0.09492507792433294,0.038016073,0.083327435,8.1
COVID-19,f7c229bd-ed49-40d5-a1bc-837ea7b66bd0.webm,-376.0789,206.1134,62.55015,62.869255,-39.254875,48.35092,5.039249,19.307144,-21.219643,28.347494,0.50679195,10.594888,-12.331294,16.914669,-6.0343843,15.63729,-10.78737,12.796481,-4.570076,10.16646,-4.2851844,8.466221,-9.295938,11.180418,-5.3942943,8.369591,0.38301075,0.3307623,1925.4925130441084,1077.677657853064,3643.9843634293543,2044.3362158503555,1616.0182058178912,804.8452170752934,20.3932293240682,13.19725942305066,0.11885714417950237,0.07736669227135821,0.06259016,0.08827256,9.78
COVID-19,73ea8eee-4e49-4c57-86b7-e67403f2fa09.webm,-497.00745,132.32533,27.696285,43.816437,-7.8833756,30.251808,3.2383325,14.799321,-3.6714778,13.339013,-2.664459,6.9360547,-11.100149,16.775833,-8.754593,10.7435465,-6.91999,9.9428425,-4.0689025,7.167856,-3.0445082,6.963968,-3.6096513,7.7755814,0.34292915,5.1246686,0.5129565,0.2799432,2371.974548973861,548.4317373609616,4511.4111328125,945.7715929623266,1925.374258771195,303.61832224628233,18.943077687548804,11.773965101902204,0.1685570126488095,0.054305695998823816,0.018501477,0.059187144,4.86
COVID-19,0c2aee14-e3c4-4087-ab7b-17d920623468.webm,-504.069,132.82425,16.855711,30.378258,-12.1077,22.813723,7.236106,21.64308,-9.077322,16.184975,9.460333,17.359442,-8.026018,16.13887,-7.9829426,14.035002,-12.716403,18.314293,-0.5167605,7.228615,-6.2622404,12.1988945,-4.5870852,11.436569,2.2445786,10.895687,0.22946057,0.31643283,1991.9955206617658,1863.991050749539,3626.87193672612,3309.705767199191,1371.171643908942,1216.6624876978815,18.108873697901007,12.481637842522549,0.11587697155070754,0.13608353623302138,0.013254361,0.03553314,9.84
COVID-19,c9c17bea-4fb9-40de-8d10-a45f61420be0.webm,-472.348,188.11642,39.771736,65.05337,-16.993238,38.849922,17.536804,27.69652,-12.569584,24.977074,0.4808429,9.637148,-2.4740417,13.267986,-5.7399645,11.933662,-3.5346417,8.997443,-7.2389064,13.587295,-0.24877708,6.2845073,-3.526975,7.1768255,-1.3641042,4.899205,0.57849056,0.29486454,2759.0875942149564,878.3314926616865,5515.626600922131,1804.587314150418,2303.6416186803326,713.457963176673,17.920984256697857,10.448661867627449,0.5501237284104216,0.3179779038093676,0.030714836,0.05904291,9.9
COVID-19,90ab4eca-ba59-496b-b39f-b7eb3dcebeff.webm,-436.43423,126.95461,51.444668,57.033783,-5.31405,23.586153,-10.352292,18.569414,-2.6230774,13.567499,-2.2371619,14.106088,-2.4183204,15.204923,-1.0525503,12.825374,-9.284911,15.215023,-6.0021944,10.039801,-2.827172,8.362301,-1.8579881,8.930006,-1.3545096,8.134142,0.3649826,0.32087928,2321.942660149325,1144.739724644072,4752.764423076923,2865.967736044054,2409.3168379326303,909.4341096839178,20.31514579758517,11.67813334214028,0.12960623361013987,0.07560306419817643,0.029238507,0.07048221,9.96
COVID-19,bfb9c86e-eead-44ac-8969-ea42e869a3a3.webm,-400.95102,160.0551,79.8654,87.58399,-24.43692,39.65347,-0.19631231,16.185167,8.528048,13.140081,0.37203893,17.288689,-0.55943555,12.945067,0.5784523,9.192519,-9.046152,11.680623,-6.482413,10.047876,-4.108792,6.6455593,-10.20747,11.589952,-2.976062,7.996084,0.4800729,0.28900245,1845.7979093122015,819.1106239381605,3446.8868615492333,1680.1792252834646,1576.6828611299145,673.0911712334062,20.363680894180387,11.074204298461328,0.12166149211379718,0.05799858927373444,0.051092416,0.08674047,9.84
COVID-19,7d4263a0-687a-4a88-a377-9c1dfd548377.webm,-476.66965,110.82109,45.282955,62.1322,4.1901603,22.33629,11.574873,16.489853,2.7783098,10.800479,0.52296567,8.045369,-2.5392833,9.1747465,-3.953997,10.942714,-3.757989,9.781177,-2.6441355,8.560894,-1.184204,8.030026,-1.6646616,7.972223,0.41928437,7.0877852,0.43989557,0.3167347,1711.0357813678945,671.6722329823981,3524.687820184426,1434.4892419490395,1782.3510156032762,521.7585656415009,19.699692997263526,11.108578278515065,0.09236863290398127,0.05071551312749512,0.025368717,0.06896007,9.9
COVID-19,0f5445b6-3763-4748-99bf-9f27b425d349.webm,-436.2923,184.6983,69.44155,73.61421,-31.187054,50.367214,5.2554708,22.057117,-11.244974,20.353374,-5.681896,13.594278,-5.2671375,14.62194,-6.840757,14.097775,-11.475607,15.257645,-10.742363,12.952458,-0.91030717,14.323679,-7.7283177,11.751142,-2.9494975,10.108774,0.34901553,0.3314856,1830.4335956137472,1120.2758873146724,3343.6900012897995,1972.2597279523675,1497.8654348102666,737.8343931322581,19.731977392079056,11.253415722261282,0.13120716022995282,0.10847701628327877,0.038767505,0.06309007,9.84
COVID-19,a4cc4680-8bb6-4646-b9cf-d77a4e8ada21.webm,-490.0368,161.83907,35.119278,47.93639,-19.00031,26.818008,2.355602,19.45042,-14.643211,26.58469,8.155571,13.548374,-16.381372,21.636515,-11.947264,16.56764,-8.776662,13.833759,-0.3233337,8.734495,-2.74294,12.409973,-11.852292,13.707267,2.601504,8.119364,0.38503164,0.31635216,2379.8536285427294,943.6929759084087,4506.13793545082,1881.880802965629,1956.0112468421967,699.9659296985025,19.53168073602446,12.893244454487899,0.1805028267710773,0.0995554257953964,0.016958693,0.04311511,9.9
COVID-19,6ba62302-b54e-47dc-8a22-eab0bb0411c2.webm,-483.6599,173.4617,28.828522,53.484856,-11.188504,26.793356,7.1715603,19.191772,-8.742453,18.683125,5.545592,12.205982,-6.6725607,13.314701,-3.0874515,7.202461,-3.2455351,6.5586104,-2.8570774,8.569815,-0.8526527,3.8549776,-3.8199959,8.751095,0.7516041,5.5394826,0.5681005,0.27153632,3048.4177771328946,814.6942474389922,5968.600486142792,1421.016653849303,2466.4924623702277,508.98762941947007,17.935390741470428,10.962744068782422,0.46653669593978103,0.307673993114285,0.031144615,0.1016209,9.54
COVID-19,053fa0de-9629-4bdf-91e6-dc34e7ec3bed.webm,-465.74997,163.3206,27.810184,49.614372,-11.660906,26.555063,5.2414865,22.109194,-7.316261,16.4976,1.1909317,11.194572,-12.974709,24.980865,1.3746588,10.632656,-7.6178656,14.596888,-2.4996853,6.736995,-3.2075624,7.4993396,-3.738048,10.279226,1.6947589,6.5873384,0.24695484,0.31811902,1853.2019213748304,1634.7163666590436,3423.320057945794,2936.3010462111315,1416.6055678879309,1109.5398485144274,17.524079896456808,11.945003155682853,0.1088091954235782,0.11408540431613885,0.027029978,0.06107468,9.78
COVID-19,cbbbe2c4-51c4-48e3-807d-5ad37ad220e4.webm,-499.34433,82.54026,12.079617,37.13964,-0.2730101,13.613039,3.171982,10.828105,0.028044967,8.00195,2.708986,8.51309,-0.12496663,4.6272206,-1.3461654,6.3976574,-1.1554056,5.7618356,0.19215566,3.8437533,-0.41214627,3.3269928,-1.9399437,5.165874,-0.99246895,4.957066,0.602004,0.24076818,2601.4604798946934,618.9181748569289,5260.428854413507,1142.015316889377,2348.686556489033,358.5707039008693,18.352617636059556,11.718688417607563,0.1438763514514218,0.040419026445258945,0.009338212,0.04507164,9.78
COVID-19,b9e06a23-d76b-4164-b39a-64cd753a3c56.webm,-530.44,148.67545,23.898138,54.63672,-5.778483,21.072794,3.4115086,11.9352045,-1.8114065,11.802034,2.738284,9.494934,-5.0025606,14.429164,0.057183806,8.392579,-6.8452125,15.838347,1.3271221,6.198731,-1.7933896,6.4945955,-1.6889268,5.2982264,-0.102186,3.4394066,0.5435121,0.31574607,2834.4331845878487,820.4071922052669,5980.059987194133,1824.11225152065,2621.155532608002,558.1071733528777,17.468874567922306,10.95947526154506,0.42499355100235847,0.23951191069584662,0.016763514,0.04427035,9.84
COVID-19,826697aa-c314-45d2-9a09-b726571ca407.webm,-392.62656,171.46187,49.955975,48.0954,-17.96116,34.97655,1.3620721,38.053944,-17.266874,24.48196,2.7572174,25.118765,-12.693116,19.727392,-6.428607,16.776333,-15.260873,18.467081,-0.90221363,14.341848,-3.9576972,11.315948,-6.92781,12.676331,3.1352262,10.30684,0.38343486,0.33563167,2143.7598747495076,1129.7668874926394,3996.8584539765993,2193.040064312732,1803.290366744826,734.8191070715302,20.58042450797956,12.946008990905666,0.1398150547985782,0.08458669013375769,0.04043608,0.07694855,9.78
COVID-19,56994aa1-4626-4782-9f27-f125adfd120a.webm,-435.36926,177.96703,27.735735,47.493553,-14.924576,32.094795,12.478674,23.792894,-9.60566,20.171383,9.994488,17.876247,-7.032506,14.23672,-7.1944094,13.786877,-6.700879,11.455789,-2.7730827,7.243448,-2.2404234,6.503308,-3.1942506,8.465806,0.43553007,6.3554935,0.24088468,0.3288928,1393.5962763192574,1541.6567204049481,2587.899502840909,2834.4357962912213,1068.8570778254211,1109.3197844802817,17.479483351599637,10.381450894748081,0.09093299278846154,0.1402843851679395,0.03710454,0.07274836,3.3
COVID-19,f4659577-76e9-4ec2-b298-ac2f9d52ee43.webm,-381.45746,175.08076,49.724766,55.128265,-12.094609,30.032324,11.412961,24.352484,-19.367548,29.558645,9.555939,20.02031,-15.919008,20.79927,-13.344194,16.242844,-10.269126,14.116739,-8.564039,11.538391,-0.9516279,9.202327,-6.3590555,11.579883,1.6721224,8.0092745,0.33378053,0.32950932,1783.618065682356,1395.0528512675749,3393.010288618187,2564.5872577735636,1426.2209567510356,960.5703503888683,20.24165473629799,12.480462745263331,0.11781115780509478,0.10363253864651564,0.051379707,0.08761376,9.78
COVID-19,ca4579a8-d65b-42aa-8fdf-1108e3b0323e.webm,-342.30612,182.9575,57.405033,56.3026,-21.142933,41.784176,18.585846,20.757957,-13.995101,36.593723,5.8164296,21.639332,-20.570677,28.18132,5.0605617,10.747812,-7.7629323,12.19934,0.88585204,11.527324,-1.4592816,7.920168,-7.396857,9.642874,-0.3858228,8.587758,0.41378108,0.32290885,2230.8433078181592,1510.9890544124612,3966.024502840909,2439.24836418746,1633.7556010357496,831.0495516286936,19.181710140875555,14.394069082871049,0.15052656693892044,0.12878503358756652,0.060918644,0.12744212,4.08
COVID-19,a0bd7465-ae76-40cd-903b-3591ed9595db.webm,-437.95422,150.6586,39.71277,53.705704,-17.555897,44.25395,1.389073,18.488298,-11.063378,21.410725,1.7763679,17.360573,-4.6115932,13.969714,-3.2912328,15.948694,-14.245037,17.025717,-8.371792,11.075738,-2.0944898,9.384847,-9.723094,14.316258,1.3162448,8.496739,0.4180283,0.31447646,2125.872485123745,816.3788477969,4177.617907914959,1530.0619960523468,1947.281144721109,589.8885542974342,20.694319381377568,12.116531277234603,0.14197777920081966,0.07233809956784339,0.046974994,0.09503031,9.9
